"metagene"
"GSM2186100" 3.039
"GSM2186121" 3.731
"GSM2185878" 3.982
"GSM2185936" 3.445
"GSM2186068" 4.719
"GSM2186265" 4.32
"GSM2185945" 4.035
"GSM2185839" 3.335
"GSM2186164" 4.119
"GSM2186117" 3.628
"GSM2186105" 3.444
"GSM2185852" 3.105
"GSM2186177" 5.562
"GSM2186029" 3.014
"GSM2185954" 3.418
"GSM2186144" 4.019
"GSM2186108" 5.277
"GSM2186044" 3.036
"GSM2186160" 3.078
"GSM2186151" 4.382
"GSM2186012" 4.236
"GSM2185916" 5.959
"GSM2185853" 3.136
"GSM2185806" 3.605
"GSM2185817" 3.245
"GSM2186266" 5.039
"GSM2186147" 3.338
"GSM2186070" 2.991
"GSM2185836" 2.986
"GSM2186014" 3.509
"GSM2186015" 3.287
"GSM2186191" 3.533
"GSM2185953" 2.984
"GSM2185893" 3.101
"GSM2186038" 2.737
"GSM2185788" 2.712
"GSM2185843" 3.77
"GSM2186128" 5.105
"GSM2185869" 4.051
"GSM2186110" 5.23
"GSM2186285" 3.357
"GSM2185844" 2.992
"GSM2185830" 3.183
"GSM2186234" 3.306
"GSM2186218" 3.25
"GSM2186200" 2.958
"GSM2186025" 3.115
"GSM2185997" 3.293
"GSM2186220" 3.188
"GSM2186192" 4.55
"GSM2186159" 3.64
"GSM2186204" 3.825
"GSM2186058" 2.947
"GSM2186202" 2.977
"GSM2186157" 3.815
"GSM2186145" 2.985
"GSM2186119" 3.759
"GSM2186216" 3.254
"GSM2186213" 3.756
"GSM2186186" 5.416
"GSM2186158" 3.358
"GSM2185846" 3.245
"GSM2186118" 3.1
"GSM2186222" 2.817
"GSM2185952" 3.271
"GSM2186042" 3.671
"GSM2185834" 3.261
"GSM2186026" 2.906
"GSM2185951" 4.459
"GSM2186107" 3.187
"GSM2185795" 3.29
"GSM2186071" 4.594
"GSM2186013" 2.826
"GSM2185796" 3.658
"GSM2186197" 3.737
"GSM2186131" 3.585
"GSM2186198" 3.963
"GSM2185922" 3.358
"GSM2186187" 3.984
"GSM2186208" 4.655
"GSM2186190" 4.123
"GSM2186059" 4.794
"GSM2185816" 3.847
"GSM2185851" 3.91
"GSM2186141" 3.166
"GSM2186149" 6.015
"GSM2186254" 5.077
"GSM2186235" 4.135
"GSM2186079" 4.3
"GSM2186239" 3.323
"GSM2185799" 3.545
"GSM2185781" 3.399
"GSM2185838" 3.268
"GSM2186086" 3.123
"GSM2185783" 3.097
"GSM2186245" 3.409
"GSM2186140" 3.332
"GSM2186098" 3.104
"GSM2186101" 3.327
"GSM2186253" 3.529
"GSM2185940" 3.453
"GSM2185837" 5.869
"GSM2186229" 4.674
"GSM2186150" 5.603
"GSM2186181" 3.02
"GSM2185938" 3.191
"GSM2186066" 3.642
"GSM2186095" 3.105
"GSM2185876" 4.19
"GSM2185877" 3.977
"GSM2185841" 3.367
"GSM2185807" 3.003
"GSM2186243" 3.385
"GSM2186115" 3.109
"GSM2186075" 3.363
"GSM2185798" 3.482
"GSM2186084" 3.134
"GSM2186175" 3.187
"GSM2186168" 5.404
"GSM2186143" 4.332
"GSM2185842" 3.428
"GSM2185901" 3.218
"GSM2186097" 3.277
"GSM2186124" 3.318
"GSM2186262" 3.915
"GSM2186111" 3.161
"GSM2186048" 3.028
"GSM2185790" 3.464
"GSM2185809" 2.973
"GSM2186138" 3.528
"GSM2186155" 3.946
"GSM2185848" 5.341
"GSM2185829" 4.152
"GSM2186269" 4.004
"GSM2186037" 2.722
"GSM2185865" 4.508
"GSM2186139" 3.93
"GSM2185959" 4.171
"GSM2186031" 3.778
"GSM2186103" 3.643
"GSM2186033" 3.211
"GSM2185812" 3.407
"GSM2186129" 3.214
"GSM2186093" 3.855
"GSM2185888" 4.669
"GSM2186260" 3.877
"GSM2186016" 3.717
"GSM2185875" 4.105
"GSM2186039" 3.074
"GSM2186073" 3.318
"GSM2186286" 2.863
"GSM2185847" 3.333
"GSM2185943" 3.651
"GSM2186064" 4.332
"GSM2186180" 5.915
"GSM2186127" 3.09
"GSM2186172" 5.22
"GSM2186020" 3.211
"GSM2185801" 3.177
"GSM2186040" 3.587
"GSM2186189" 3.448
"GSM2185862" 3.665
"GSM2185873" 3.897
"GSM2186135" 3.758
"GSM2185800" 3.383
"GSM2186041" 3.365
"GSM2186047" 3.078
"GSM2186136" 3.209
"GSM2185774" 4.494
"GSM2185906" 4.095
"GSM2185905" 3.128
"GSM2186188" 3.642
"GSM2186241" 3.639
"GSM2186257" 4.616
"GSM2186122" 3.359
"GSM2185889" 4.002
"GSM2185895" 3.143
"GSM2185874" 3.081
"GSM2186276" 3.014
"GSM2186032" 4.324
"GSM2186174" 3.912
"GSM2186092" 2.968
"GSM2186116" 4.03
"GSM2185928" 2.811
"GSM2186088" 3.321
"GSM2185854" 2.789
"GSM2185913" 3.395
"GSM2185815" 4.561
"GSM2186282" 3.247
"GSM2186087" 3.222
"GSM2186069" 3.543
"GSM2185787" 3.002
"GSM2186030" 5.222
"GSM2186258" 3.631
"GSM2185863" 3.318
"GSM2186074" 2.941
"GSM2185914" 3.19
"GSM2186027" 4.607
"GSM2186185" 4.19
"GSM2185813" 3.613
"GSM2185805" 3.525
"GSM2186034" 5.238
"GSM2186065" 3.148
"GSM2185864" 6.431
"GSM2185903" 3.895
"GSM2186146" 3.709
"GSM2186278" 5.125
"GSM2186114" 4.627
"GSM2186171" 5.995
"GSM2186154" 4.103
"GSM2185868" 3.312
"GSM2185828" 4.02
"GSM2185776" 3.009
"GSM2186072" 3.125
"GSM2186028" 3.177
"GSM2185797" 3.324
"GSM2186096" 3.395
"GSM2186170" 3.827
"GSM2185777" 3.139
"GSM2185941" 5.076
"GSM2186281" 2.96
"GSM2185939" 3.62
"GSM2186104" 3.581
"GSM2185891" 3.372
"GSM2185934" 4.327
"GSM2185883" 3.124
"GSM2186142" 3.318
"GSM2185973" 3.064
"GSM2185879" 3.379
"GSM2185870" 3.794
"GSM2186080" 3.236
"GSM2185890" 4.313
"GSM2186277" 6.338
"GSM2185950" 3.226
"GSM2186018" 3.57
"GSM2185784" 4.222
"GSM2185909" 3.357
"GSM2186134" 4.16
"GSM2186061" 4.125
"GSM2185910" 3.2
"GSM2185835" 3.071
"GSM2185786" 2.884
"GSM2185912" 3.046
"GSM2185871" 3.177
"GSM2185907" 3.776
"GSM2185927" 2.985
"GSM2185793" 2.789
"GSM2185904" 3.018
"GSM2186120" 4.518
"GSM2186169" 2.961
"GSM2185920" 3.376
"GSM2185872" 2.991
"GSM2185986" 4.419
"GSM2186046" 3.365
"GSM2186035" 3.183
"GSM2186045" 3.176
"GSM2185931" 3.767
"GSM2185987" 4.192
"GSM2185884" 3.081
"GSM2186021" 3.791
"GSM2185880" 5.458
"GSM2185791" 3.926
"GSM2185923" 6.83
"GSM2185929" 3.01
"GSM2186063" 3.056
"GSM2186137" 3.561
"GSM2185785" 3.336
"GSM2185902" 3.232
"GSM2185881" 5.224
"GSM2185860" 3.44
"GSM2185826" 2.902
"GSM2185935" 4.628
"GSM2185985" 3.305
"GSM2186227" 4.378
"GSM2185899" 3.874
"GSM2185866" 4.618
"GSM2185897" 3.533
"GSM2185896" 3.124
"GSM2185933" 3.581
"GSM2185892" 3.248
"GSM2185886" 3.77
"GSM2185882" 3.928
"GSM2186224" 3.534
"GSM2186182" 3.461
"GSM2185845" 3.816
"GSM2186002" 3.302
"GSM2186003" 5.128
"GSM2186054" 6.282
"GSM2185857" 4.61
"GSM2186250" 3.431
"GSM2185858" 5.182
"GSM2186126" 3.048
"GSM2186261" 3.519
"GSM2186106" 5.101
"GSM2185924" 2.979
"GSM2185775" 4.496
"GSM2186226" 2.896
"GSM2185925" 3.065
"GSM2185984" 3.684
"GSM2186090" 3.154
"GSM2186133" 4.221
"GSM2186211" 4.72
"GSM2186237" 3.244
"GSM2185911" 4.36
"GSM2185792" 3.103
"GSM2186132" 3.699
"GSM2186156" 5.077
"GSM2186102" 3.269
"GSM2185917" 3.713
"GSM2186091" 3.382
"GSM2185824" 3.342
"GSM2186183" 4.615
"GSM2185859" 4.637
"GSM2186173" 3.338
"GSM2185937" 3.015
"GSM2185900" 3.472
"GSM2186242" 3.704
"GSM2185989" 3.307
"GSM2185944" 3.379
"GSM2185918" 3.057
"GSM2185794" 3.348
"GSM2186113" 2.947
"GSM2185898" 3.338
"GSM2185921" 3.639
"GSM2185861" 5.845
"GSM2186083" 3.344
"GSM2185926" 3.623
"GSM2185988" 3.08
"GSM2185946" 5.085
"GSM2185942" 3.584
"GSM2185915" 3.244
"GSM2185908" 4.226
"GSM2186152" 3.021
"GSM2185810" 4.124
"GSM2185930" 3.222
"GSM2185885" 5.128
"GSM2185887" 3.368
"GSM2186067" 3.049
"GSM2185867" 4.111
"GSM2186287" 3.398
"GSM2185894" 3.929
